V40	1         00010000010110111101010110010010100010011110101001011101011010100100010000111100001011111011010000101101111110000111111010011000
V41	1         01010000000100011111010010010010110010011010101000001001011010100100110000111000001011101100101000101111011010000101011010011000
V42	1         00010000010110111110010110010010110100010110111000011001011110100100010100110000001011111011011110001111011110000101101001000001
V43	1         00011000010110011011011110010010111010001010101000011001011110000100011000011000001011111010011000100101010110100101111010011000
V44	1         00010100010111011011011111010010110010111010101000011100011010100000010000011000001011111011001000001100001111000100111000011110
V45	1         00011001010111101011010110010010111010001010110000111001001110000000010000011000101011101010001001100101011110010001111011011000
V46	1         00011000010101011001011100000010101010101010001000011001011110100100011000011010001011010010011000000101010110100101111010011000
V47	1         00110100010111011011001111010011110000111010101011011100010001100010010000010000001011111011001001000001100111010100111000011010
V48	1         00010000000110011111010110010000000010011010110000010001011110100100010000101000000001111111011010001101111110001101111010011000
V49	1         00110111010011011001001110010010110100011010101011001100010001101010000000010110011001111011001000000001100111010000111100110010
V50	1         00010000010110111110011110001001110010011010101100011001011110100110010000111001001011111010011010000111011010000101101010011000
V51	0.917997  00010100010110101111010010110010111011011110101000011001001110100100010000111000011011101010010000001100111110000101110010011000
V52	1         01010000011110011111011110010011110011011010100010011001111110100101010000101000001011111010111000001100010110000101111000001010
V53	0.905586  00010000010110010111001110010010110010011000101000011001001110001100111000111000001011111011111000000101010010000101110010011000
V54	0.955451  00010010010100011111010100010010110010011010101000011001011110100101010101111000001011111010010100011101011110101101111010001000
V55	0.962082  00010000010110111110010010010000111010111010101000011101010111100100010000111000001011111001111000011101011111000101111010000001
V56	0.925871  01011010010110011111000110010010110010111011101000011000011110100101000000011000001011111010011000000111011110010101100010011000
V57	1         00010110010111010011011111001010110010001010100000111100011110100001010110011110001010111011001000000100001101000100100000011010
V58	1         10010100010111011001011111010010110011111010101010011100011010000000010001011100001001111011001000001100001011010110111000011010
V59	1         00010100010110111111010010010010110010011000101000011001010110110100010110110000001011111010001000001101001110000100111010011000
