10.6847   1.00213     3.61536   16.3333     27        0       
14.6727   0.404549    1.18569   16.3333     27        17      
15.7917   0.226223    0.765608  18.5        30        6       
16.0911   0.278647    0.910312  18.5        30        9       
16.4965   0.649525    2.04283   19          39        12      
16.9522   0.802972    2.77858   19.4333     36        4       
17.2484   0.765424    2.53087   19.4333     36        8       
17.4854   0.506193    1.78929   19.7        38        2       
18.1408   0.351905    1.13553   19.7        38        10      
17.7341   0.464586    1.55433   19.7        38        7       
17.8101   0.476867    1.59542   19.7        38        7       
17.5481   0.670158    2.29365   19.7        38        5       
17.6038   0.613981    2.0779    19.7        38        6       
17.7442   0.504389    1.74537   19.7        38        4       
17.6902   0.711833    2.40907   19.7        38        6       
17.7318   0.539296    1.82515   19.7        38        6       
17.4616   0.857707    2.96799   19.7        38        4       
17.3959   0.956942    3.12623   19.7        38        9       
18.0268   0.614053    2.00605   19.7        38        9       
17.9275   0.57682     1.99601   19.7        38        4       
17.5732   0.669275    2.31594   19.7        38        4       
17.8341   0.591738    1.95658   19.7        38        8       
17.8606   0.586103    1.98355   19.7        38        6       
18.0576   0.444505    1.57124   20.4333     34        2       
17.441    0.858718    3.0354    20.4333     34        2       
17.9433   0.550483    1.92547   20.4333     34        3       
17.9783   0.592755    1.98314   20.4333     34        7       
17.9681   0.518659    1.79475   20.4333     34        4       
18.0969   0.501664    1.67838   20.4333     34        7       
17.8182   0.685483    2.31989   20.4333     34        6       
17.7886   0.708162    2.31349   20.4333     34        9       
17.969    0.577766    1.91038   20.4333     34        8       
17.9644   0.620663    2.10052   20.4333     34        6       
17.7417   0.915007    2.95256   20.4333     34        10      
17.9727   0.589266    1.99426   20.4333     34        6       
17.9171   0.565838    1.89309   20.4333     34        7       
18.1667   0.52303     1.70869   20.4333     34        9       
17.5097   0.718409    2.53943   20.4333     34        2       
18.0389   0.575769    1.90378   20.4333     34        8       
18.25     0.553394    1.7857    20.4333     34        10      
17.4837   0.86956     2.97611   20.4333     34        5       
18.1368   0.687927    2.16361   20.4333     34        12      
17.6681   0.688446    2.38228   20.4333     34        4       
17.8902   0.683008    2.31151   20.4333     34        6       
17.8674   0.730995    2.52951   20.4333     34        4       
18.1727   0.571403    1.9338    20.4333     34        6       
17.9874   0.565259    1.93463   20.4333     34        5       
17.9367   0.659315    2.12749   20.4333     34        10      
18.1358   0.468635    1.5122    20.4333     34        10      
18.0023   0.608093    2.05798   20.4333     34        6       
18.0279   0.583339    1.95164   20.4333     34        7       
18.1437   0.63306     2.09321   20.4333     34        8       
17.2418   0.845112    2.95602   20.4333     34        3       
18.4875   0.381764    1.23188   20.4333     34        10      
18.2633   0.510193    1.6463    20.4333     34        10      
18.4787   0.525853    1.60976   20.4333     34        14      
18.3516   0.565059    1.86837   20.4333     34        8       
18.272    0.557124    1.88548   20.7        28        6       
18.1236   0.758749    2.47876   20.7        28        9       
18.2457   0.514765    1.78128   20.7        28        4       
18.45     0.543695    1.79773   20.7        28        8       
18.2979   0.484722    1.69545   20.7        28        3       
18.026    0.807112    2.63675   20.7        28        9       
18.223    0.640913    2.11918   20.7        28        8       
18.1452   0.55322     1.89343   20.7        28        5       
18.2238   0.609565    2.01553   20.7        28        8       
18.181    0.581093    1.92138   20.7        28        8       
17.5894   0.84427     2.95307   20.7        28        3       
18.1486   0.54789     1.8959    20.7        28        4       
18.3561   0.528881    1.7278    20.7        28        9       
18.6163   0.472951    1.54508   20.7        28        9       
18.323    0.486524    1.60869   20.7        28        8       
18.4179   0.482836    1.57738   20.7        28        9       
17.8993   0.641115    2.24248   20.7        28        3       
18.1553   0.70067     2.37129   20.7        28        6       
18.1296   0.834415    2.85583   20.7        28        5       
18.2109   0.78852     2.6381    20.7        28        7       
18.145    0.70745     2.36687   20.7        28        7       
17.6493   0.789206    2.73095   20.7        28        4       
17.5232   0.781331    2.7037    20.7        28        4       
17.724    0.814306    2.72437   20.7        28        7       
18.05     0.711067    2.35114   20.7        28        8       
17.8091   0.842504    2.8513    20.7        28        6       
17.8217   1.00744     3.25083   20.7        28        10      
18.2825   0.672218    2.1142    20.7        28        12      
18.2061   0.596829    2.01985   20.7        28        6       
17.7732   0.763999    2.64372   20.7        28        4       
17.8515   0.765678    2.59129   20.7        28        6       
17.8911   0.758344    2.59547   20.7        28        5       
18.2496   0.492534    1.64784   20.7        28        7       
18.245    0.57577     1.92631   20.7        28        7       
18.5254   0.502061    1.66007   20.7        28        8       
18.0175   0.725618    2.39926   20.7        28        8       
17.6136   0.906103    3.06653   20.7        28        6       
18.2141   0.600503    2.05525   20.7        28        5       
18.6846   0.53537     1.749     20.7        28        9       
18.4349   0.618547    2.06943   20.7        28        7       
18.1767   0.825208    2.76084   20.7        28        7       
18.3762   0.671649    2.22081   20.7        28        8       
18.0837   0.71532     2.33688   20.7        28        9       
18.6      0.484224    1.58191   20.7        28        9       
